account_age_months,monthly_charges,subscription_tier,support_calls,reported_issues,inactive_days,usage_decline,competitor_offer,promotion_response,contract_type,payment_method,online_security,tech_support,churn
28,64.86,3,6,4,17,18.0,0,0,0,0,1,0,0
39,50.67,2,4,2,17,26.2,1,0,1,3,0,0,0
33,62.23,3,6,3,15,9.9,0,1,1,0,0,1,0
30,56.7,2,6,3,6,24.9,1,0,0,2,0,1,0
37,75.95,1,6,2,19,16.9,1,0,0,3,1,0,0
36,68.02,3,5,2,19,-4.5,1,0,2,0,0,0,1
28,67.4,2,5,2,16,20.9,1,0,0,0,0,0,1
36,82.61,1,6,3,16,14.3,0,1,0,0,0,0,0
33,71.47,1,3,3,16,12.8,1,1,0,1,0,0,1
35,77.93,1,5,3,19,11.9,1,0,2,0,0,0,1
41,82.62,1,4,3,18,25.7,1,1,2,3,1,0,1
34,83.16,2,2,2,13,20.3,1,0,0,2,1,0,1
28,71.83,2,6,2,21,16.8,0,0,0,0,1,0,0
31,68.27,1,4,2,19,8.6,1,1,2,2,1,0,1
37,82.43,1,4,3,14,15.1,1,0,0,3,1,0,1
39,74.89,2,2,2,17,25.9,1,1,0,0,1,0,1
20,78.2,3,8,2,12,9.1,0,1,0,0,0,0,0
44,59.87,1,7,4,10,32.0,1,1,1,0,1,1,0
48,58.2,1,6,1,15,-6.7,1,0,2,2,1,0,1
35,57.39,3,5,3,3,24.5,0,0,0,0,1,1,0
38,93.22,1,6,2,16,10.4,0,0,1,1,0,1,0
24,53.32,3,6,3,16,18.3,0,1,0,2,1,0,0
33,82.0,1,5,3,19,15.8,0,1,0,3,0,0,1
23,85.73,1,4,1,16,2.1,0,0,0,0,1,0,0
28,53.58,3,5,2,16,20.2,1,0,2,3,1,0,0
20,82.69,3,8,3,16,6.9,0,0,0,0,0,1,0
39,76.14,1,6,1,18,19.8,1,0,0,3,0,1,0
27,92.96,2,5,4,17,15.2,1,0,2,1,1,0,1
18,66.62,3,6,2,12,15.5,0,0,0,2,0,0,0
17,62.22,2,3,2,22,10.1,0,1,0,2,1,0,0
27,68.02,2,4,1,15,15.0,0,0,1,3,0,1,0
26,55.38,3,6,3,20,17.4,0,0,1,3,1,1,0
28,50.1,3,4,1,20,20.2,1,1,0,2,1,1,0
31,88.98,2,5,2,16,3.1,0,1,0,2,1,0,0
39,74.92,2,4,2,19,24.7,1,1,1,3,1,0,1
33,95.73,1,7,2,14,4.8,0,1,0,3,0,1,0
21,74.01,2,6,3,17,4.2,0,0,0,3,0,1,0
43,84.1,2,5,2,14,17.4,1,1,1,2,1,0,1
19,41.42,3,2,2,15,18.4,0,1,0,0,0,1,0
37,75.39,1,5,2,10,6.2,1,0,0,2,1,0,1
31,73.36,2,5,3,16,13.6,0,1,0,0,0,1,0
24,53.41,3,8,3,19,14.4,0,1,0,2,1,1,0
28,71.3,2,5,2,17,19.6,1,1,0,1,0,1,0
37,75.4,1,3,3,13,18.0,1,0,0,3,1,0,1
32,52.43,2,5,3,12,23.5,0,0,1,0,0,0,0
41,68.69,3,6,3,14,24.4,0,1,1,0,1,0,0
26,89.62,3,6,3,14,20.0,1,1,0,3,0,1,1
36,65.13,3,7,3,16,26.3,0,1,1,0,0,1,0
20,65.97,3,6,2,17,15.3,0,1,0,0,1,0,0
26,58.57,3,5,2,10,13.2,1,1,1,0,1,1,0
37,71.79,1,4,2,12,12.7,1,1,0,3,0,0,1
33,64.22,1,5,2,15,17.1,0,0,1,3,1,1,0
32,68.19,1,4,2,11,19.5,1,1,0,0,0,0,0
29,62.15,2,4,2,19,16.5,0,0,0,0,1,1,0
25,61.04,3,5,1,14,19.4,0,0,0,3,0,1,0
33,60.29,2,5,3,16,18.7,1,1,1,2,0,0,0
36,60.73,1,4,3,13,17.6,1,0,0,0,1,0,0
36,37.37,3,5,4,21,30.0,0,1,1,0,0,0,0
34,76.88,2,6,1,21,20.7,1,1,1,2,0,1,0
37,71.54,1,5,1,18,27.8,1,0,1,0,1,1,0
18,72.78,3,8,3,14,18.8,0,1,0,0,0,0,0
35,76.46,2,4,3,13,21.7,1,0,0,2,0,0,1
33,59.11,3,6,3,16,23.8,0,0,0,3,1,1,0
34,57.08,3,5,1,17,27.3,1,1,0,0,1,0,0
36,83.0,2,5,2,15,19.7,1,0,2,1,0,0,1
29,63.44,3,6,2,6,17.3,0,1,0,2,1,0,0
29,99.85,1,4,4,15,28.9,1,1,1,0,1,1,1
39,93.73,1,3,4,14,22.2,0,0,0,2,1,1,1
30,51.96,2,5,1,15,8.5,1,0,0,0,0,0,1
21,74.52,1,4,2,7,10.5,0,1,0,2,0,0,0
31,60.34,2,3,1,15,17.9,0,1,0,1,0,1,0
40,64.27,1,4,1,18,20.9,1,0,0,3,1,0,0
31,61.46,2,6,3,24,25.8,0,1,2,0,1,0,0
41,79.23,2,5,3,12,10.4,1,1,1,0,1,0,1
24,68.87,3,6,2,9,15.3,0,0,0,2,0,0,0
15,65.84,2,4,3,18,4.2,0,0,0,0,0,0,0
38,83.91,1,3,3,18,19.0,1,1,0,1,1,0,1
19,59.99,2,4,3,17,11.6,0,0,0,0,0,1,0
36,77.95,3,4,2,16,29.9,1,0,2,0,1,1,1
41,64.69,1,5,3,12,23.7,1,1,2,3,0,1,0
33,71.55,3,7,2,25,21.9,1,0,2,3,0,0,0
29,61.2,2,4,2,11,20.6,1,1,0,3,0,1,0
28,72.47,1,6,3,18,12.8,0,0,0,0,0,1,0
35,66.34,2,6,2,17,15.2,1,0,0,3,1,1,0
45,85.02,1,6,2,16,21.0,1,1,1,0,1,0,0
27,94.21,2,7,2,17,4.5,0,1,0,0,0,0,0
25,51.92,3,6,4,12,17.7,0,1,0,0,0,1,0
32,72.47,2,6,2,21,14.3,0,1,0,0,1,1,0
27,86.77,2,6,3,14,13.5,1,0,2,0,1,0,1
42,93.46,2,2,2,17,30.0,1,0,1,2,0,1,1
29,55.7,2,5,3,4,19.1,0,1,0,3,0,0,0
43,82.74,1,3,3,13,30.1,0,1,0,0,1,1,1
35,78.45,1,4,2,24,16.1,1,0,0,2,0,1,0
16,61.42,3,5,3,19,11.0,0,1,0,3,1,1,0
49,66.41,1,2,2,13,4.1,1,0,1,0,0,1,1
30,92.41,1,3,4,16,19.7,1,0,1,0,1,1,1
20,54.14,3,5,2,16,10.1,0,1,0,3,0,0,0
34,80.07,1,4,3,20,11.1,1,0,1,2,1,1,1
35,55.33,3,6,2,15,11.2,0,0,0,0,0,1,0
23,53.66,3,5,2,20,17.2,1,0,0,0,0,0,0
21,73.21,2,4,1,19,10.0,0,0,1,1,1,1,0
36,62.36,1,5,3,21,15.2,1,0,0,3,0,0,0
20,70.26,1,3,2,9,7.8,0,1,1,3,1,1,0
43,54.82,1,5,2,12,9.3,1,1,0,3,1,0,1
30,61.61,2,5,3,14,10.1,0,0,0,2,1,1,0
45,95.17,1,5,2,21,27.6,0,1,1,0,0,0,1
24,76.89,3,8,2,17,9.1,0,1,0,1,1,1,0
35,83.08,1,3,4,21,20.3,1,0,0,0,0,0,1
30,72.57,3,6,3,19,16.6,1,0,1,0,0,0,0
26,81.13,2,6,2,18,13.1,0,0,0,0,1,0,0
26,63.21,2,5,3,11,19.1,0,0,1,0,1,1,0
43,68.91,1,2,2,9,-5.5,1,0,0,0,1,0,1
19,47.35,2,3,2,19,16.7,0,0,0,2,1,1,0
38,86.07,2,3,2,13,24.5,1,1,0,2,0,0,1
27,62.98,1,4,4,8,13.1,0,1,0,1,0,0,0
20,59.42,3,5,3,23,29.2,1,1,0,0,0,1,0
34,82.68,1,4,3,15,15.9,1,0,2,2,1,1,1
24,62.85,2,4,3,13,15.8,0,0,0,3,0,1,0
42,74.77,2,7,2,12,11.4,1,0,1,0,0,1,0
24,60.1,3,8,4,19,12.7,1,0,0,3,1,0,0
35,102.28,1,4,4,23,24.9,0,1,0,0,1,0,1
28,61.16,1,3,2,14,0.2,1,0,1,3,1,1,1
39,58.84,1,4,2,18,5.7,1,1,0,2,0,0,1
26,69.2,2,6,2,17,13.5,0,0,2,0,1,1,0
36,62.23,1,4,3,10,24.3,1,0,0,3,0,0,0
45,67.2,1,5,3,18,24.0,1,0,1,0,0,0,0
45,43.67,1,2,1,14,1.9,1,0,1,2,1,0,1
38,76.28,1,4,2,12,24.6,1,0,0,0,1,1,1
25,63.29,2,4,2,14,13.4,0,1,0,3,0,0,0
37,65.46,3,6,2,19,3.1,1,0,0,1,0,0,1
35,73.57,3,3,2,18,18.6,1,0,2,0,1,0,1
27,68.54,3,6,4,13,18.1,0,0,1,3,1,0,0
45,78.92,1,2,2,13,10.9,1,0,1,3,0,1,1
31,58.45,2,4,3,18,16.2,0,1,0,3,0,0,0
34,69.98,2,4,2,22,15.6,1,0,0,0,0,1,0
43,69.14,2,3,2,9,14.3,1,0,1,0,1,0,1
31,58.75,3,5,2,20,29.8,1,1,0,2,1,0,0
29,48.06,3,6,2,17,21.1,0,0,0,0,0,0,0
26,61.99,3,4,2,8,11.1,0,1,1,2,0,1,0
29,66.87,1,5,3,15,12.1,0,0,1,3,1,1,0
38,80.34,2,4,2,12,14.6,1,0,0,3,1,1,1
39,67.7,3,5,2,14,21.2,1,0,1,0,1,1,0
35,48.63,2,3,2,20,15.3,0,0,0,0,1,1,0
19,67.89,3,5,2,9,17.9,0,1,0,0,0,1,0
34,76.17,1,5,3,14,16.0,1,0,1,0,1,1,1
35,72.72,1,3,2,9,29.8,1,1,0,0,0,0,1
24,87.47,1,6,2,17,6.4,0,1,0,0,0,1,0
49,72.71,2,5,2,14,4.0,1,0,0,1,0,0,1
33,83.82,3,3,2,14,26.8,1,0,1,3,0,1,1
26,67.25,3,6,3,11,11.6,0,1,1,2,1,1,0
46,49.92,2,3,1,20,-2.5,1,0,0,1,1,0,1
38,67.25,1,4,3,20,21.8,1,1,0,2,0,1,1
30,69.74,3,7,2,18,23.2,1,1,2,0,0,1,0
37,69.28,2,5,1,13,17.4,1,0,0,3,0,1,0
38,69.53,1,5,3,21,23.6,1,1,2,0,0,0,1
22,68.45,2,5,3,13,13.2,0,0,2,0,1,1,0
40,73.99,1,6,3,15,7.6,0,0,0,3,0,1,1
38,69.64,2,4,2,18,20.5,1,0,0,3,0,0,1
25,93.65,3,5,3,17,22.3,1,0,0,2,0,0,1
29,50.37,3,3,2,23,25.2,1,0,1,0,0,1,0
35,62.22,2,4,3,11,16.2,0,0,1,3,1,0,0
39,55.53,3,6,3,11,21.8,0,0,1,3,1,0,0
19,54.35,3,6,3,17,17.1,0,0,0,3,0,0,0
28,74.52,2,5,2,12,18.0,0,0,0,2,0,1,0
23,66.7,1,5,3,15,19.7,0,0,0,2,0,1,0
40,46.72,2,4,3,21,20.2,0,1,1,3,0,1,0
30,77.01,1,3,3,23,16.6,1,1,2,0,0,1,1
25,50.52,3,7,4,10,23.8,0,1,1,0,1,0,0
29,73.66,2,6,4,21,7.6,0,0,0,0,0,1,0
28,44.68,3,5,3,16,12.7,0,1,0,2,0,1,0
33,34.29,3,4,4,14,25.1,0,0,1,0,1,1,0
44,56.4,2,4,1,15,-7.7,1,1,1,3,0,1,1
29,51.77,3,5,4,11,14.8,0,1,0,3,0,0,0
40,67.93,2,6,3,20,24.8,0,1,0,3,1,0,0
28,104.76,2,5,3,11,28.2,1,1,0,3,0,0,1
41,74.23,3,4,2,16,11.0,1,1,0,0,1,1,1
46,76.04,2,3,2,18,19.0,1,0,0,2,1,0,1
25,78.01,2,5,2,15,13.4,0,1,2,0,0,1,0
34,77.83,2,6,2,14,3.7,1,1,0,3,0,0,1
33,87.73,2,5,2,14,10.7,1,1,1,3,0,1,1
36,73.01,1,3,2,11,11.5,1,0,1,0,1,0,1
31,97.19,1,6,3,18,22.5,0,1,1,0,1,0,1
31,50.03,3,4,2,9,23.4,1,0,0,0,1,0,0
31,58.31,2,3,3,14,19.2,0,0,1,1,0,1,0
33,60.65,2,6,3,19,13.1,1,1,0,0,0,0,0
18,68.59,3,5,2,15,11.7,1,0,0,3,1,1,0
27,54.7,3,5,2,17,20.9,0,1,1,0,1,0,0
30,68.58,2,4,2,13,17.9,1,0,2,0,1,0,0
43,67.25,2,5,1,16,16.1,1,1,0,1,0,1,1
36,73.02,1,5,2,18,21.3,1,0,0,0,0,0,0
30,51.13,3,4,2,16,24.7,1,1,0,3,0,0,0
31,59.15,3,7,3,21,26.7,1,0,0,2,1,1,0
31,48.23,3,5,3,16,24.2,1,1,0,2,0,0,0
40,83.98,2,5,2,14,22.1,1,0,0,2,1,1,1
24,82.02,2,6,3,23,8.9,0,0,0,1,1,0,0
34,73.47,2,4,2,16,21.1,1,1,0,0,1,1,1
36,60.99,3,4,2,12,21.8,1,1,1,0,1,1,0
33,60.88,1,3,3,8,24.1,0,0,0,0,0,0,0
35,59.58,2,5,4,21,24.2,0,0,1,2,1,1,0
34,75.18,1,3,2,13,19.4,1,1,0,1,1,0,1
24,79.04,2,6,2,17,16.2,0,1,0,3,1,0,0
33,68.34,2,5,2,12,20.6,1,1,2,0,0,1,0
34,46.93,3,4,3,19,27.1,1,0,0,3,1,1,0
40,74.16,2,3,2,13,23.4,1,0,1,0,1,1,1
17,70.2,3,4,2,7,18.4,0,1,0,3,1,0,0
42,55.24,3,7,3,18,18.4,0,1,1,3,0,0,0
33,64.4,1,5,3,27,11.3,0,0,1,0,1,0,1
25,61.41,3,7,3,20,16.7,0,0,1,2,1,0,0
20,55.83,3,6,3,13,19.5,0,0,0,2,0,1,0
28,74.34,1,7,3,12,13.0,0,0,1,0,1,1,0
14,73.26,3,5,2,17,9.3,0,0,0,0,1,0,0
24,78.51,1,6,4,18,7.9,0,1,0,3,0,1,0
26,71.19,3,7,3,13,18.1,0,1,0,3,0,0,0
40,56.62,3,7,4,18,26.1,1,0,0,2,0,0,0
30,62.88,2,5,2,17,14.2,0,0,1,0,0,1,0
20,78.46,2,4,3,11,6.4,0,1,1,2,1,1,0
24,53.67,3,4,2,12,19.8,0,0,0,1,1,0,0
42,58.09,2,3,2,10,-1.1,1,0,1,0,0,1,1
27,72.12,3,7,3,6,10.0,0,1,2,3,1,1,0
16,61.8,3,5,3,13,17.9,0,1,0,2,1,0,0
28,72.76,3,7,2,19,15.8,0,0,1,2,1,1,0
30,86.81,1,3,3,14,8.7,1,1,0,3,1,0,1
34,69.04,3,5,2,18,5.3,1,0,2,0,0,0,1
38,81.94,2,4,2,14,25.4,1,0,0,2,0,0,1
41,76.08,1,4,3,15,10.9,0,1,1,3,0,1,1
22,46.44,3,4,3,12,16.4,0,0,1,2,0,0,0
20,59.47,3,6,3,15,16.9,0,0,0,1,1,0,0
21,74.27,2,8,3,14,9.4,0,1,1,0,0,1,0
8,54.16,3,4,2,21,15.5,0,0,0,2,1,1,0
21,54.8,3,7,4,19,18.1,0,0,0,3,1,0,0
12,57.58,3,6,3,12,10.5,0,0,0,1,1,0,0
30,72.4,3,6,3,14,15.9,0,0,0,2,1,1,0
30,91.22,1,3,3,21,17.3,1,0,1,3,1,0,1
33,62.43,3,5,3,17,24.4,0,1,2,3,1,0,0
41,73.66,1,6,3,16,16.0,0,1,0,2,0,0,1
32,55.77,3,5,2,18,16.2,1,1,1,2,0,0,0
20,61.29,3,7,3,14,11.2,0,1,1,3,1,0,0
30,59.88,2,6,4,22,22.5,0,0,0,3,0,0,0
30,63.32,2,5,3,19,14.7,0,1,0,3,0,0,0
45,89.65,2,4,2,18,29.5,1,1,1,0,0,1,1
33,65.62,1,4,2,22,16.2,1,1,1,2,1,0,0
40,68.09,1,3,3,19,20.8,1,1,0,2,1,0,1
29,65.09,2,6,3,13,8.5,1,0,0,0,1,0,1
18,77.72,2,5,2,14,18.4,0,0,2,0,1,0,0
44,71.83,1,3,2,18,26.0,1,0,2,0,0,1,1
26,61.76,3,7,3,22,21.2,0,0,2,2,0,0,0
37,59.58,2,6,2,14,18.0,0,0,0,0,0,1,0
40,67.07,2,5,2,11,18.4,1,0,2,3,1,0,0
29,70.78,3,7,3,13,17.6,0,1,2,0,1,1,0
37,81.69,1,4,2,17,20.3,1,0,0,0,1,0,1
38,83.12,1,4,3,16,19.9,1,0,1,3,1,1,1
31,98.42,1,2,3,13,27.5,1,0,1,0,1,0,1
35,98.79,1,7,2,19,8.7,0,1,0,0,1,1,0
38,49.87,1,5,3,15,24.2,1,1,1,2,1,1,0
35,71.03,2,7,3,10,15.1,1,1,1,3,1,0,0
21,53.8,2,5,2,4,13.0,1,0,1,0,1,0,0
29,81.9,2,4,3,13,29.1,1,0,0,0,1,1,1
35,90.91,2,5,3,8,26.8,1,1,0,2,0,1,1
18,64.57,3,6,3,16,10.5,0,1,0,2,1,1,1
34,53.81,2,6,2,19,21.1,1,0,0,3,0,1,0
47,78.16,1,1,3,18,18.1,1,0,0,0,0,1,1
34,61.69,2,5,2,15,22.5,1,1,1,3,1,1,0
30,82.76,2,4,2,11,20.9,1,1,0,0,1,1,1
36,84.18,2,6,2,15,6.0,0,1,1,3,0,1,0
37,89.19,2,4,2,15,13.4,1,1,1,0,0,0,1
33,70.24,1,6,2,18,9.8,0,1,0,0,0,0,0
17,81.87,2,7,4,14,17.1,0,1,0,0,1,0,0
32,68.21,3,6,2,8,15.6,0,1,1,3,0,0,0
24,60.07,3,7,3,20,11.5,0,0,0,3,0,1,0
42,89.34,1,1,2,14,22.7,1,1,0,3,0,1,1
35,78.18,2,3,2,21,36.8,1,0,0,1,0,1,1
25,67.55,2,8,4,15,11.0,0,1,1,2,1,0,0
38,72.05,1,4,2,16,11.4,1,1,1,2,1,1,1
43,55.96,1,2,2,14,5.2,1,1,0,0,0,0,1
28,64.62,3,6,2,16,8.9,0,0,0,2,1,0,0
41,44.88,3,5,2,5,33.0,1,0,0,0,0,1,0
37,92.18,2,4,3,15,29.4,1,0,0,2,1,1,1
20,60.47,3,8,3,14,17.4,0,0,0,0,1,0,0
28,65.91,2,6,2,11,15.7,0,0,0,3,1,1,0
53,91.6,1,4,2,19,21.2,0,0,0,0,1,1,1
40,41.36,3,6,2,14,22.1,1,1,0,3,0,0,0
26,45.93,3,3,2,15,22.4,1,0,0,3,1,0,0
19,66.02,2,6,3,18,18.7,0,1,2,2,0,0,0
35,65.35,2,6,2,19,21.7,1,0,1,2,0,1,0
39,65.75,1,4,2,23,1.8,1,1,0,2,1,1,1
35,92.53,2,5,3,13,11.3,1,1,0,2,0,0,1
34,91.85,1,5,3,13,21.7,0,1,1,2,0,0,1
43,65.39,1,5,4,11,23.2,1,0,1,3,1,0,0
35,64.28,1,4,2,21,25.6,1,1,1,3,1,1,0
41,75.96,1,5,3,11,22.2,1,0,2,2,1,1,0
38,76.61,2,6,3,11,14.5,0,1,0,0,1,0,1
39,79.48,1,6,3,26,11.3,0,0,0,2,0,1,0
27,64.68,3,5,2,14,19.5,1,0,0,0,0,0,0
46,64.25,1,5,1,14,12.2,1,1,1,2,1,0,1
31,55.09,3,4,3,17,18.2,0,1,0,2,0,0,0
27,73.51,2,5,2,18,19.5,0,1,0,2,1,0,0
25,63.42,3,4,2,17,19.0,0,1,0,0,0,1,0
26,46.23,3,2,3,13,24.6,0,1,1,3,1,1,0
35,76.91,2,3,2,18,27.4,1,0,2,1,1,1,1
34,86.19,3,5,2,7,10.1,1,0,0,3,0,0,0
47,61.68,1,4,2,19,25.6,1,0,0,3,1,1,0
20,59.98,3,6,3,13,12.4,0,0,0,3,1,1,0
31,69.28,3,5,2,15,17.1,0,1,0,0,1,0,0
18,70.57,3,7,3,16,16.2,0,0,0,1,1,0,0
29,71.49,1,6,4,18,9.7,0,1,0,3,0,1,0
38,66.11,1,6,4,17,25.1,1,1,1,0,1,1,0
20,51.04,3,5,2,18,22.2,0,1,0,0,0,0,0
39,72.55,1,4,2,10,5.2,1,0,0,1,1,0,1
41,64.48,2,7,3,22,25.9,0,1,0,3,1,1,0
28,61.46,3,4,3,22,23.4,1,1,0,0,1,0,0
37,65.97,2,6,3,16,23.4,0,1,0,0,0,1,0
31,75.4,2,7,3,13,10.3,1,0,0,2,1,1,0
28,52.81,2,6,3,13,18.7,0,0,1,2,1,1,0
38,65.5,1,5,2,11,0.8,1,0,0,3,1,1,1
34,98.04,1,2,4,17,33.6,1,0,0,3,1,1,1
30,67.93,1,5,3,12,18.3,1,1,0,0,0,0,0
24,71.45,2,6,3,18,16.0,0,1,0,0,0,1,0
28,47.44,3,4,3,15,27.1,0,1,0,0,1,1,0
22,56.2,3,6,3,12,20.5,0,0,0,3,0,0,0
37,80.74,1,3,3,15,21.5,1,1,0,0,0,0,1
39,92.84,1,3,4,20,29.9,1,0,1,3,0,0,1
33,67.98,2,5,2,12,15.6,1,0,0,3,1,0,0
31,87.48,1,7,3,12,14.5,0,1,1,3,0,1,0
26,67.61,2,6,4,11,17.7,0,1,1,1,1,0,0
32,71.42,2,5,2,16,22.2,0,1,0,1,0,1,0
34,56.53,3,5,2,12,27.4,0,1,0,0,0,0,0
24,45.0,3,4,3,19,17.0,0,1,1,1,0,1,0
24,74.92,3,7,3,15,22.1,0,0,0,1,1,0,0
38,59.18,3,7,4,19,14.5,0,0,0,2,1,0,0
38,83.75,1,5,2,20,13.4,1,0,0,3,1,1,1
14,96.43,3,7,2,18,9.6,0,0,0,0,0,1,0
13,68.62,3,7,3,20,14.4,0,0,1,2,0,0,0
25,85.06,1,6,2,14,6.7,0,1,2,0,0,0,0
24,65.0,3,6,2,18,13.8,0,1,0,0,0,0,0
26,55.87,3,5,3,15,13.6,0,0,2,2,0,0,0
17,70.6,3,5,2,18,14.4,0,1,0,0,1,1,0
24,68.75,2,5,3,21,14.8,0,1,1,0,0,1,0
32,76.46,1,4,3,10,18.5,1,0,0,0,0,1,1
41,77.03,2,3,2,15,15.4,1,0,1,3,1,0,1
31,97.8,3,4,3,9,21.7,1,1,0,3,1,0,1
39,69.37,2,4,2,17,10.7,1,1,1,0,0,1,1
34,50.07,2,4,2,20,27.6,1,1,1,0,1,1,0
30,53.02,2,4,3,13,23.9,0,1,1,0,1,1,0
38,90.75,1,2,3,18,26.2,1,0,1,3,1,0,1
33,51.03,3,3,2,15,15.4,1,1,1,2,0,1,0
33,78.14,1,4,2,15,13.6,1,1,0,3,0,0,1
40,36.35,1,5,1,16,-10.3,1,1,2,0,0,0,1
45,68.47,1,3,1,16,17.0,1,1,2,0,1,1,1
31,78.73,2,6,3,14,14.3,0,1,2,1,0,1,0
33,68.19,1,3,3,15,13.6,1,0,0,2,0,1,1
35,69.7,2,5,3,9,13.9,0,1,1,3,0,0,0
27,77.32,1,5,2,15,18.6,1,1,0,0,0,1,0
16,81.96,2,6,3,15,8.8,0,0,1,2,0,0,0
32,41.18,3,6,4,14,32.6,0,0,1,2,0,1,0
28,53.0,3,5,2,16,13.1,0,0,0,0,1,1,0
30,60.5,2,5,3,11,18.4,0,0,1,0,0,0,0
19,75.73,2,7,4,15,6.0,0,0,0,3,0,1,0
29,75.88,1,6,4,20,10.6,0,0,1,3,0,0,0
34,90.42,3,6,2,20,27.8,1,1,0,3,0,0,1
23,60.38,3,3,2,11,17.5,0,1,1,0,0,1,0
26,87.46,1,5,1,9,17.8,0,1,0,0,1,0,0
18,78.89,3,6,3,23,7.8,0,0,1,1,0,0,0
22,68.3,2,6,3,12,11.8,0,0,0,0,0,1,0
44,87.24,1,7,3,15,18.4,0,0,1,0,0,0,0
46,76.14,1,5,2,18,24.7,0,1,2,3,0,0,1
31,85.56,1,4,3,11,32.2,1,0,0,2,0,1,1
45,71.06,1,4,2,11,4.6,1,1,1,0,0,1,1
24,53.27,3,5,3,12,17.9,0,0,0,2,0,1,0
33,58.83,3,8,3,16,24.3,1,0,0,2,1,0,0
45,70.79,1,5,2,15,17.2,0,0,2,0,1,0,1
32,93.67,1,3,3,12,29.0,1,1,1,2,0,1,1
22,63.62,3,4,2,10,16.1,0,1,0,0,0,1,0
34,66.95,3,3,2,21,12.8,1,0,2,1,0,1,1
24,89.95,1,5,3,15,9.1,0,1,0,0,1,1,0
31,57.54,3,6,2,18,10.1,1,1,0,0,1,0,0
30,61.28,3,6,3,13,24.6,1,1,0,0,0,1,0
38,101.92,1,5,4,16,12.4,0,0,2,2,0,0,1
29,34.91,3,4,4,17,25.3,0,1,2,3,0,1,0
31,79.33,1,6,2,11,16.8,0,1,0,0,1,0,0
41,80.28,1,4,3,15,19.4,0,1,1,2,0,0,1
27,64.74,2,6,2,21,20.2,0,0,0,0,1,1,0
30,68.38,3,7,3,12,18.3,1,0,0,0,1,1,0
30,52.84,3,6,4,13,20.2,0,1,2,3,0,0,0
39,83.74,1,3,2,10,18.9,1,0,1,0,0,1,1
16,49.01,3,6,3,22,19.9,0,1,1,2,1,0,0
47,70.31,1,4,2,13,17.5,1,1,0,2,1,0,1
27,43.2,3,5,3,10,17.8,0,1,2,2,0,0,0
27,59.63,2,4,3,18,18.0,0,0,0,0,0,1,0
45,66.54,1,2,2,18,11.6,1,0,0,0,1,0,1
38,81.4,1,4,3,11,21.0,0,0,0,2,1,1,1
33,75.97,1,4,3,19,9.5,1,1,0,3,0,0,1
32,83.65,2,5,3,23,19.1,1,1,1,1,1,0,1
43,73.24,1,5,2,16,13.4,1,1,0,0,0,1,1
32,65.35,3,5,2,19,22.3,0,0,0,3,0,0,0
29,65.72,3,5,3,12,17.6,0,1,1,1,0,0,0
33,78.36,1,5,3,18,13.1,0,1,2,2,1,0,0
37,68.27,3,5,2,13,21.8,1,1,0,2,0,1,0
23,84.34,3,8,3,14,19.3,1,0,0,0,0,0,0
44,74.53,1,5,2,14,16.6,1,0,0,3,1,1,1
31,61.13,2,4,3,13,17.0,0,1,0,0,0,1,0
11,81.78,3,6,2,14,12.4,0,1,2,0,1,0,0
36,96.12,2,5,3,16,29.0,0,1,0,0,0,0,1
22,80.32,1,5,2,24,11.7,0,1,0,2,1,1,0
14,57.8,3,5,3,22,10.8,0,1,1,0,1,0,0
39,68.0,1,4,3,15,18.9,1,0,2,3,0,1,1
34,64.9,1,3,2,16,13.1,1,0,1,3,0,0,0
37,80.78,3,5,2,14,16.2,1,1,2,0,1,0,1
20,54.36,3,6,4,19,23.8,0,1,0,2,0,1,0
30,69.27,3,6,2,11,24.7,1,1,1,2,1,1,0
37,77.31,1,4,3,11,8.6,1,1,0,0,0,0,1
15,62.48,2,6,3,12,9.4,0,0,0,3,0,1,0
20,76.78,3,8,3,14,12.4,0,1,1,0,1,1,0
22,77.76,1,5,3,21,20.3,0,1,0,0,0,1,0
37,90.53,1,6,3,17,16.2,0,0,0,0,1,0,1
28,51.06,3,6,3,17,24.3,0,0,0,0,1,0,0
22,64.21,2,6,3,14,11.5,0,1,1,0,0,1,0
28,74.5,2,5,2,16,14.8,0,0,0,2,0,0,0
42,85.27,1,1,3,13,28.4,1,1,0,3,1,1,1
41,64.41,2,5,4,12,20.1,1,1,0,0,0,0,0
43,72.4,2,5,2,18,17.6,1,1,1,3,1,0,1
29,63.13,3,5,2,17,23.8,1,1,0,1,1,1,0
31,57.25,1,4,3,14,19.4,0,0,1,0,0,0,0
39,75.47,1,6,2,14,18.5,0,1,1,3,1,0,0
35,76.43,1,3,3,15,22.8,1,0,0,0,1,0,1
28,69.99,3,6,2,26,9.9,0,0,0,0,0,1,0
24,116.96,1,5,4,11,32.0,0,0,0,3,1,1,1
42,80.73,1,4,3,13,15.0,1,0,0,2,0,1,1
21,56.67,3,5,4,13,19.8,0,1,0,3,0,0,0
32,75.69,2,4,3,19,18.5,1,1,0,0,1,1,1
40,68.94,3,5,2,19,10.2,1,0,0,0,1,0,1
30,55.14,3,6,3,17,18.7,1,1,0,0,0,1,0
30,80.45,2,6,2,12,9.9,0,1,0,1,0,0,0
31,66.47,2,6,2,12,21.1,1,0,0,0,0,0,0
24,50.56,3,4,3,20,14.2,0,0,0,0,1,0,0
